task,worker,label,source
38594,146,2,random_label2
38594,664,2,random_label3
38595,227,7,random_label1
38595,146,7,random_label2
38595,664,7,random_label3
38596,227,9,random_label1
38596,146,5,random_label2
38596,664,9,random_label3
38597,227,7,random_label1
38597,146,7,random_label2
38597,664,6,random_label3
38598,227,8,random_label1
38598,146,4,random_label2
38598,664,7,random_label3
38599,227,8,random_label1
38599,146,0,random_label2
38599,664,8,random_label3
38600,418,5,random_label1
38600,422,5,random_label2
38600,386,5,random_label3
38601,418,9,random_label1
38601,422,9,random_label2
38601,386,9,random_label3
38602,418,9,random_label1
38602,422,9,random_label2
38602,386,9,random_label3
38603,418,5,random_label1
38603,422,5,random_label2
38603,386,7,random_label3
38604,418,7,random_label1
38604,422,7,random_label2
38604,386,7,random_label3
38605,418,5,random_label1
38605,422,2,random_label2
38605,386,2,random_label3
38606,418,7,random_label1
38606,422,2,random_label2
38606,386,5,random_label3
38607,418,8,random_label1
38607,422,8,random_label2
38607,386,8,random_label3
38608,418,8,random_label1
38608,422,8,random_label2
38608,386,8,random_label3
38609,418,1,random_label1
38609,422,3,random_label2
38609,386,3,random_label3
38610,376,1,random_label1
38610,94,1,random_label2
38610,20,1,random_label3
38611,376,7,random_label1
38611,94,7,random_label2
38611,20,7,random_label3
38612,376,6,random_label1
38612,94,6,random_label2
38612,20,6,random_label3
38613,376,0,random_label1
38613,94,0,random_label2
38613,20,0,random_label3
38614,376,3,random_label1
38614,94,3,random_label2
38614,20,3,random_label3
38615,376,7,random_label1
38615,94,2,random_label2
38615,20,7,random_label3
38616,376,7,random_label1
38616,94,7,random_label2
38616,20,7,random_label3
38617,376,0,random_label1
38617,94,0,random_label2
38617,20,8,random_label3
38618,376,4,random_label1
38618,94,0,random_label2
38618,20,8,random_label3
38619,376,8,random_label1
38619,94,8,random_label2
38619,20,8,random_label3
38620,623,5,random_label1
38620,71,3,random_label2
38620,248,3,random_label3
38621,623,9,random_label1
38621,71,1,random_label2
38621,248,1,random_label3
38622,623,2,random_label1
38622,71,2,random_label2
38622,248,2,random_label3
38623,623,2,random_label1
38623,71,4,random_label2
38623,248,2,random_label3
38624,623,3,random_label1
38624,71,6,random_label2
38624,248,3,random_label3
38625,623,8,random_label1
38625,71,8,random_label2
38625,248,8,random_label3
38626,623,5,random_label1
38626,71,0,random_label2
38626,248,0,random_label3
38627,623,5,random_label1
38627,71,5,random_label2
38627,248,5,random_label3
38628,623,0,random_label1
38628,71,0,random_label2
38628,248,0,random_label3
38629,623,5,random_label1
38629,71,2,random_label2
38629,248,5,random_label3
38630,702,1,random_label1
38630,39,1,random_label2
38630,199,0,random_label3
38631,702,0,random_label1
38631,39,0,random_label2
38631,199,8,random_label3
38632,702,5,random_label1
38632,39,5,random_label2
38632,199,5,random_label3
38633,702,0,random_label1
38633,39,0,random_label2
38633,199,0,random_label3
38634,702,3,random_label1
38634,39,3,random_label2
38634,199,3,random_label3
38635,702,0,random_label1
38635,39,0,random_label2
38635,199,0,random_label3
38636,702,5,random_label1
38636,39,0,random_label2
38636,199,5,random_label3
38637,702,1,random_label1
38637,39,1,random_label2
38637,199,1,random_label3
38638,702,2,random_label1
38638,39,2,random_label2
38638,199,2,random_label3
38639,702,0,random_label1
38639,39,8,random_label2
38639,199,0,random_label3
38640,275,4,random_label1
38640,147,4,random_label2
38640,406,4,random_label3
38641,275,6,random_label1
38641,147,6,random_label2
38641,406,6,random_label3
38642,275,1,random_label1
38642,147,1,random_label2
38642,406,9,random_label3
38643,275,1,random_label1
38643,147,1,random_label2
38643,406,3,random_label3
38644,275,9,random_label1
38644,147,9,random_label2
38644,406,9,random_label3
38645,275,8,random_label1
38645,147,8,random_label2
38645,406,8,random_label3
38646,275,1,random_label1
38646,147,1,random_label2
38646,406,1,random_label3
38647,275,3,random_label1
38647,147,0,random_label2
38647,406,3,random_label3
38648,275,3,random_label1
38648,147,3,random_label2
38648,406,3,random_label3
38649,275,7,random_label1
38649,147,3,random_label2
38649,406,3,random_label3
38650,146,1,random_label1
38650,39,1,random_label2
38650,341,1,random_label3
38651,146,9,random_label1
38651,39,9,random_label2
38651,341,9,random_label3
38652,146,3,random_label1
38652,39,3,random_label2
38652,341,2,random_label3
38653,146,7,random_label1
38653,39,7,random_label2
38653,341,7,random_label3
38654,146,3,random_label1
38654,39,3,random_label2
38654,341,3,random_label3
38655,146,2,random_label1
38655,39,2,random_label2
38655,341,2,random_label3
38656,146,0,random_label1
38656,39,0,random_label2
38656,341,0,random_label3
38657,146,5,random_label1
38657,39,5,random_label2
38657,341,5,random_label3
38658,146,1,random_label1
38658,39,1,random_label2
38658,341,1,random_label3
38659,146,9,random_label1
38659,39,6,random_label2
38659,341,6,random_label3
38660,146,4,random_label1
38660,341,4,random_label2
38660,384,4,random_label3
38661,146,7,random_label1
38661,341,4,random_label2
38661,384,7,random_label3
38662,146,6,random_label1
38662,341,6,random_label2
38662,384,6,random_label3
38663,146,9,random_label1
38663,341,9,random_label2
38663,384,9,random_label3
38664,146,2,random_label1
38664,341,2,random_label2
38664,384,2,random_label3
38665,146,6,random_label1
38665,341,6,random_label2
38665,384,6,random_label3
38666,146,8,random_label1
38666,341,8,random_label2
38666,384,8,random_label3
38667,146,7,random_label1
38667,341,7,random_label2
38667,384,7,random_label3
38668,146,4,random_label1
38668,341,2,random_label2
38668,384,1,random_label3
38669,146,9,random_label1
38669,341,9,random_label2
38669,384,9,random_label3
38670,186,2,random_label1
38670,250,0,random_label2
38670,202,0,random_label3
38671,186,6,random_label1
38671,250,6,random_label2
38671,202,6,random_label3
38672,186,5,random_label1
38672,250,5,random_label2
38672,202,5,random_label3
38673,186,3,random_label1
38673,250,3,random_label2
38673,202,3,random_label3
38674,186,6,random_label1
38674,250,6,random_label2
38674,202,6,random_label3
38675,186,0,random_label1
38675,250,0,random_label2
38675,202,0,random_label3
38676,186,2,random_label1
38676,250,2,random_label2
38676,202,2,random_label3
38677,186,6,random_label1
38677,250,6,random_label2
38677,202,6,random_label3
38678,186,7,random_label1
38678,250,7,random_label2
38678,202,8,random_label3
38679,186,3,random_label1
38679,250,3,random_label2
38679,202,1,random_label3
38680,492,5,random_label1
38680,94,1,random_label2
38680,740,5,random_label3
38681,492,0,random_label1
38681,94,0,random_label2
38681,740,0,random_label3
38682,492,1,random_label1
38682,94,1,random_label2
38682,740,1,random_label3
38683,492,0,random_label1
38683,94,2,random_label2
38683,740,0,random_label3
38684,492,5,random_label1
38684,94,5,random_label2
38684,740,5,random_label3
38685,492,7,random_label1
38685,94,7,random_label2
38685,740,7,random_label3
38686,492,9,random_label1
38686,94,9,random_label2
38686,740,8,random_label3
38687,492,9,random_label1
38687,94,9,random_label2
38687,740,9,random_label3
38688,492,7,random_label1
38688,94,7,random_label2
38688,740,7,random_label3
38689,492,8,random_label1
38689,94,8,random_label2
38689,740,8,random_label3
38690,182,6,random_label1
38690,267,6,random_label2
38690,214,6,random_label3
38691,182,0,random_label1
38691,267,1,random_label2
38691,214,1,random_label3
38692,182,5,random_label1
38692,267,5,random_label2
38692,214,5,random_label3
38693,182,7,random_label1
38693,267,7,random_label2
38693,214,5,random_label3
38694,182,8,random_label1
38694,267,8,random_label2
38694,214,8,random_label3
38695,182,5,random_label1
38695,267,0,random_label2
38695,214,3,random_label3
38696,182,5,random_label1
38696,267,5,random_label2
38696,214,5,random_label3
38697,182,3,random_label1
38697,267,3,random_label2
38697,214,5,random_label3
38698,182,6,random_label1
38698,267,6,random_label2
38698,214,1,random_label3
38699,182,3,random_label1
38699,267,3,random_label2
38699,214,3,random_label3
38700,414,8,random_label1
38700,194,8,random_label2
38700,8,8,random_label3
38701,414,4,random_label1
38701,194,4,random_label2
38701,8,7,random_label3
38702,414,5,random_label1
38702,194,2,random_label2
38702,8,3,random_label3
38703,414,7,random_label1
38703,194,7,random_label2
38703,8,7,random_label3
38704,414,2,random_label1
38704,194,2,random_label2
38704,8,2,random_label3
38705,414,2,random_label1
38705,194,2,random_label2
38705,8,2,random_label3
38706,414,3,random_label1
38706,194,3,random_label2
38706,8,3,random_label3
38707,414,3,random_label1
38707,194,6,random_label2
38707,8,6,random_label3
38708,414,4,random_label1
38708,194,4,random_label2
38708,8,4,random_label3
38709,414,5,random_label1
38709,194,5,random_label2
38709,8,5,random_label3
38710,334,1,random_label1
38710,293,1,random_label2
38710,580,9,random_label3
38711,334,0,random_label1
38711,293,2,random_label2
38711,580,0,random_label3
38712,334,1,random_label1
38712,293,4,random_label2
38712,580,4,random_label3
38713,334,7,random_label1
38713,293,7,random_label2
38713,580,7,random_label3
38714,334,7,random_label1
38714,293,4,random_label2
38714,580,7,random_label3
38715,334,8,random_label1
38715,293,8,random_label2
38715,580,8,random_label3
38716,334,0,random_label1
38716,293,0,random_label2
38716,580,0,random_label3
38717,334,4,random_label1
38717,293,5,random_label2
38717,580,5,random_label3
38718,334,0,random_label1
38718,293,0,random_label2
38718,580,0,random_label3
38719,334,1,random_label1
38719,293,1,random_label2
38719,580,1,random_label3
38720,143,4,random_label1
38720,160,4,random_label2
38720,434,4,random_label3
38721,143,6,random_label1
38721,160,3,random_label2
38721,434,6,random_label3
38722,143,4,random_label1
38722,160,2,random_label2
38722,434,2,random_label3
38723,143,6,random_label1
38723,160,6,random_label2
38723,434,6,random_label3
38724,143,8,random_label1
38724,160,8,random_label2
38724,434,8,random_label3
38725,143,1,random_label1
38725,160,1,random_label2
38725,434,1,random_label3
38726,143,8,random_label1
38726,160,8,random_label2
38726,434,8,random_label3
38727,143,8,random_label1
38727,160,8,random_label2
38727,434,8,random_label3
38728,143,3,random_label1
38728,160,4,random_label2
38728,434,4,random_label3
38729,143,3,random_label1
38729,160,7,random_label2
38729,434,7,random_label3
38730,510,4,random_label1
38730,661,4,random_label2
38730,146,4,random_label3
38731,510,2,random_label1
38731,661,2,random_label2
38731,146,7,random_label3
38732,510,7,random_label1
38732,661,7,random_label2
38732,146,7,random_label3
38733,510,8,random_label1
38733,661,8,random_label2
38733,146,8,random_label3
38734,510,8,random_label1
38734,661,5,random_label2
38734,146,8,random_label3
38735,510,1,random_label1
38735,661,9,random_label2
38735,146,9,random_label3
38736,510,6,random_label1
38736,661,6,random_label2
38736,146,7,random_label3
38737,510,7,random_label1
38737,661,7,random_label2
38737,146,7,random_label3
38738,510,6,random_label1
38738,661,6,random_label2
38738,146,6,random_label3
38739,510,5,random_label1
38739,661,5,random_label2
38739,146,5,random_label3
38740,376,9,random_label1
38740,491,9,random_label2
38740,662,1,random_label3
38741,376,2,random_label1
38741,491,2,random_label2
38741,662,2,random_label3
38742,376,9,random_label1
38742,491,9,random_label2
38742,662,9,random_label3
38743,376,8,random_label1
38743,491,8,random_label2
38743,662,8,random_label3
38744,376,1,random_label1
38744,491,9,random_label2
38744,662,1,random_label3
38745,376,2,random_label1
38745,491,2,random_label2
38745,662,2,random_label3
38746,376,2,random_label1
38746,491,2,random_label2
38746,662,2,random_label3
38747,376,6,random_label1
38747,491,6,random_label2
38747,662,6,random_label3
38748,376,0,random_label1
38748,491,0,random_label2
38748,662,7,random_label3
38749,376,7,random_label1
38749,491,4,random_label2
38749,662,7,random_label3
38750,418,4,random_label1
38750,682,2,random_label2
38750,71,4,random_label3
38751,418,6,random_label1
38751,682,6,random_label2
38751,71,7,random_label3
38752,418,1,random_label1
38752,682,9,random_label2
38752,71,1,random_label3
38753,418,0,random_label1
38753,682,0,random_label2
38753,71,0,random_label3
38754,418,8,random_label1
38754,682,3,random_label2
38754,71,8,random_label3
38755,418,7,random_label1
38755,682,4,random_label2
38755,71,4,random_label3
38756,418,1,random_label1
38756,682,1,random_label2
38756,71,1,random_label3
38757,418,6,random_label1
38757,682,1,random_label2
38757,71,2,random_label3
38758,418,3,random_label1
38758,682,5,random_label2
38758,71,5,random_label3
38759,418,9,random_label1
38759,682,9,random_label2
38759,71,9,random_label3
38760,661,7,random_label1
38760,214,7,random_label2
38760,414,7,random_label3
38761,661,3,random_label1
38761,214,3,random_label2
38761,414,5,random_label3
38762,661,5,random_label1
38762,214,5,random_label2
38762,414,2,random_label3
38763,661,6,random_label1
38763,214,6,random_label2
38763,414,6,random_label3
38764,661,3,random_label1
38764,214,3,random_label2
38764,414,3,random_label3
38765,661,5,random_label1
38765,214,2,random_label2
38765,414,2,random_label3
38766,661,2,random_label1
38766,214,2,random_label2
38766,414,2,random_label3
38767,661,7,random_label1
38767,214,7,random_label2
38767,414,7,random_label3
38768,661,9,random_label1
38768,214,9,random_label2
38768,414,9,random_label3
38769,661,6,random_label1
38769,214,6,random_label2
38769,414,3,random_label3
38770,387,0,random_label1
38770,391,0,random_label2
38770,470,0,random_label3
38771,387,6,random_label1
38771,391,6,random_label2
38771,470,6,random_label3
38772,387,0,random_label1
38772,391,0,random_label2
38772,470,0,random_label3
38773,387,6,random_label1
38773,391,6,random_label2
38773,470,6,random_label3
38774,387,4,random_label1
38774,391,3,random_label2
38774,470,4,random_label3
38775,387,3,random_label1
38775,391,3,random_label2
38775,470,3,random_label3
38776,387,4,random_label1
38776,391,4,random_label2
38776,470,4,random_label3
38777,387,9,random_label1
38777,391,1,random_label2
38777,470,1,random_label3
38778,387,9,random_label1
38778,391,9,random_label2
38778,470,9,random_label3
38779,387,8,random_label1
38779,391,8,random_label2
38779,470,8,random_label3
38780,196,7,random_label1
38780,391,7,random_label2
38780,701,8,random_label3
38781,196,3,random_label1
38781,391,3,random_label2
38781,701,3,random_label3
38782,196,8,random_label1
38782,391,0,random_label2
38782,701,8,random_label3
38783,196,3,random_label1
38783,391,4,random_label2
38783,701,8,random_label3
38784,196,5,random_label1
38784,391,5,random_label2
38784,701,5,random_label3
38785,196,1,random_label1
38785,391,1,random_label2
38785,701,1,random_label3
38786,196,6,random_label1
38786,391,6,random_label2
38786,701,6,random_label3
38787,196,4,random_label1
38787,391,7,random_label2
38787,701,7,random_label3
38788,196,5,random_label1
38788,391,5,random_label2
38788,701,5,random_label3
38789,196,9,random_label1
38789,391,9,random_label2
38789,701,9,random_label3
38790,492,5,random_label1
38790,214,5,random_label2
38790,200,5,random_label3
38791,492,0,random_label1
38791,214,0,random_label2
38791,200,0,random_label3
38792,492,2,random_label1
38792,214,5,random_label2
38792,200,5,random_label3
38793,492,9,random_label1
38793,214,1,random_label2
38793,200,9,random_label3
38794,492,9,random_label1
38794,214,7,random_label2
38794,200,4,random_label3
38795,492,1,random_label1
38795,214,9,random_label2
38795,200,1,random_label3
38796,492,8,random_label1
38796,214,9,random_label2
38796,200,0,random_label3
38797,492,1,random_label1
38797,214,8,random_label2
38797,200,8,random_label3
38798,492,0,random_label1
38798,214,7,random_label2
38798,200,7,random_label3
38799,492,1,random_label1
38799,214,1,random_label2
38799,200,1,random_label3
38800,39,8,random_label1
38800,510,1,random_label2
38800,283,8,random_label3
38801,39,9,random_label1
38801,510,2,random_label2
38801,283,4,random_label3
38802,39,4,random_label1
38802,510,4,random_label2
38802,283,4,random_label3
38803,39,7,random_label1
38803,510,7,random_label2
38803,283,7,random_label3
38804,39,1,random_label1
38804,510,1,random_label2
38804,283,1,random_label3
38805,39,4,random_label1
38805,510,4,random_label2
38805,283,4,random_label3
38806,39,2,random_label1
38806,510,4,random_label2
38806,283,2,random_label3
38807,39,5,random_label1
38807,510,5,random_label2
38807,283,5,random_label3
38808,39,3,random_label1
38808,510,8,random_label2
38808,283,8,random_label3
38809,39,8,random_label1
38809,510,8,random_label2
38809,283,8,random_label3
38810,313,4,random_label1
38810,660,4,random_label2
38810,213,4,random_label3
38811,313,3,random_label1
38811,660,3,random_label2
38811,213,5,random_label3
38812,313,1,random_label1
38812,660,1,random_label2
38812,213,1,random_label3
38813,313,2,random_label1
38813,660,7,random_label2
38813,213,2,random_label3
38814,313,7,random_label1
38814,660,7,random_label2
38814,213,7,random_label3
38815,313,8,random_label1
38815,660,8,random_label2
38815,213,8,random_label3
38816,313,1,random_label1
38816,660,1,random_label2
38816,213,1,random_label3
38817,313,8,random_label1
38817,660,8,random_label2
38817,213,8,random_label3
38818,313,1,random_label1
38818,660,0,random_label2
38818,213,1,random_label3
38819,313,5,random_label1
38819,660,5,random_label2
38819,213,5,random_label3
38820,641,1,random_label1
38820,491,9,random_label2
38820,20,9,random_label3
38821,641,4,random_label1
38821,491,7,random_label2
38821,20,4,random_label3
38822,641,1,random_label1
38822,491,1,random_label2
38822,20,1,random_label3
38823,641,0,random_label1
38823,491,0,random_label2
38823,20,0,random_label3
38824,641,4,random_label1
38824,491,4,random_label2
38824,20,4,random_label3
38825,641,2,random_label1
38825,491,3,random_label2
38825,20,5,random_label3
38826,641,7,random_label1
38826,491,7,random_label2
38826,20,7,random_label3
38827,641,9,random_label1
38827,491,9,random_label2
38827,20,9,random_label3
38828,641,0,random_label1
38828,491,0,random_label2
38828,20,0,random_label3
38829,641,3,random_label1
38829,491,3,random_label2
38829,20,3,random_label3
38830,334,2,random_label1
38830,647,2,random_label2
38830,605,2,random_label3
38831,334,2,random_label1
38831,647,6,random_label2
38831,605,6,random_label3
38832,334,8,random_label1
38832,647,8,random_label2
38832,605,8,random_label3
38833,334,7,random_label1
38833,647,5,random_label2
38833,605,4,random_label3
38834,334,6,random_label1
38834,647,6,random_label2
38834,605,6,random_label3
38835,334,8,random_label1
38835,647,8,random_label2
38835,605,8,random_label3
38836,334,9,random_label1
38836,647,9,random_label2
38836,605,2,random_label3
38837,334,0,random_label1
38837,647,7,random_label2
38837,605,7,random_label3
38838,334,1,random_label1
38838,647,1,random_label2
38838,605,1,random_label3
38839,334,5,random_label1
38839,647,5,random_label2
38839,605,4,random_label3
38840,94,5,random_label1
38840,408,5,random_label2
38840,201,5,random_label3
38841,94,1,random_label1
38841,408,1,random_label2
38841,201,1,random_label3
38842,94,1,random_label1
38842,408,1,random_label2
38842,201,1,random_label3
38843,94,6,random_label1
38843,408,6,random_label2
38843,201,6,random_label3
38844,94,3,random_label1
38844,408,6,random_label2
38844,201,6,random_label3
38845,94,6,random_label1
38845,408,6,random_label2
38845,201,6,random_label3
38846,94,5,random_label1
38846,408,5,random_label2
38846,201,5,random_label3
38847,94,0,random_label1
38847,408,0,random_label2
38847,201,8,random_label3
38848,94,6,random_label1
38848,408,6,random_label2
38848,201,1,random_label3
38849,94,0,random_label1
38849,408,8,random_label2
38849,201,0,random_label3
38850,524,8,random_label1
38850,571,8,random_label2
38850,491,8,random_label3
38851,524,3,random_label1
38851,571,5,random_label2
38851,491,5,random_label3
38852,524,4,random_label1
38852,571,4,random_label2
38852,491,4,random_label3
38853,524,6,random_label1
38853,571,6,random_label2
38853,491,6,random_label3
38854,524,5,random_label1
38854,571,5,random_label2
38854,491,5,random_label3
38855,524,0,random_label1
38855,571,0,random_label2
38855,491,0,random_label3
38856,524,6,random_label1
38856,571,6,random_label2
38856,491,2,random_label3
38857,524,8,random_label1
38857,571,1,random_label2
38857,491,8,random_label3
38858,524,1,random_label1
38858,571,8,random_label2
38858,491,1,random_label3
38859,524,5,random_label1
38859,571,5,random_label2
38859,491,5,random_label3
38860,449,5,random_label1
38860,71,5,random_label2
38860,301,5,random_label3
38861,449,2,random_label1
38861,71,2,random_label2
38861,301,2,random_label3
38862,449,8,random_label1
38862,71,8,random_label2
38862,301,8,random_label3
38863,449,4,random_label1
38863,71,9,random_label2
38863,301,9,random_label3
38864,449,6,random_label1
38864,71,6,random_label2
38864,301,6,random_label3
38865,449,6,random_label1
38865,71,6,random_label2
38865,301,6,random_label3
38866,449,6,random_label1
38866,71,6,random_label2
38866,301,6,random_label3
38867,449,8,random_label1
38867,71,8,random_label2
38867,301,8,random_label3
38868,449,9,random_label1
38868,71,3,random_label2
38868,301,9,random_label3
38869,449,4,random_label1
38869,71,4,random_label2
38869,301,4,random_label3
38870,199,8,random_label1
38870,701,8,random_label2
38870,8,8,random_label3
38871,199,9,random_label1
38871,701,9,random_label2
38871,8,9,random_label3
38872,199,1,random_label1
38872,701,1,random_label2
38872,8,1,random_label3
38873,199,9,random_label1
38873,701,1,random_label2
38873,8,9,random_label3
38874,199,5,random_label1
38874,701,5,random_label2
38874,8,2,random_label3
38875,199,7,random_label1
38875,701,7,random_label2
38875,8,7,random_label3
38876,199,4,random_label1
38876,701,7,random_label2
38876,8,4,random_label3
38877,199,4,random_label1
38877,701,7,random_label2
38877,8,7,random_label3
38878,199,1,random_label1
38878,701,1,random_label2
38878,8,1,random_label3
38879,199,5,random_label1
38879,701,3,random_label2
38879,8,3,random_label3
38880,376,3,random_label1
38880,555,5,random_label2
38880,222,3,random_label3
38881,376,8,random_label1
38881,555,8,random_label2
38881,222,8,random_label3
38882,376,3,random_label1
38882,555,5,random_label2
38882,222,5,random_label3
38883,376,2,random_label1
38883,555,2,random_label2
38883,222,2,random_label3
38884,376,7,random_label1
38884,555,7,random_label2
38884,222,7,random_label3
38885,376,0,random_label1
38885,555,0,random_label2
38885,222,1,random_label3
38886,376,3,random_label1
38886,555,5,random_label2
38886,222,5,random_label3
38887,376,3,random_label1
38887,555,3,random_label2
38887,222,6,random_label3
38888,376,5,random_label1
38888,555,5,random_label2
38888,222,5,random_label3
38889,376,2,random_label1
38889,555,2,random_label2
38889,222,2,random_label3
38890,701,7,random_label1
38890,384,7,random_label2
38890,601,7,random_label3
38891,701,3,random_label1
38891,384,3,random_label2
38891,601,3,random_label3
38892,701,1,random_label1
38892,384,1,random_label2
38892,601,1,random_label3
38893,701,6,random_label1
38893,384,6,random_label2
38893,601,6,random_label3
38894,701,3,random_label1
38894,384,3,random_label2
38894,601,3,random_label3
38895,701,4,random_label1
38895,384,4,random_label2
38895,601,4,random_label3
38896,701,5,random_label1
38896,384,5,random_label2
38896,601,5,random_label3
38897,701,4,random_label1
38897,384,3,random_label2
38897,601,3,random_label3
38898,701,0,random_label1
38898,384,0,random_label2
38898,601,0,random_label3
38899,701,8,random_label1
38899,384,8,random_label2
38899,601,8,random_label3
38900,207,0,random_label1
38900,200,0,random_label2
38900,20,0,random_label3
38901,207,4,random_label1
38901,200,8,random_label2
38901,20,8,random_label3
38902,207,1,random_label1
38902,200,1,random_label2
38902,20,1,random_label3
38903,207,3,random_label1
38903,200,3,random_label2
38903,20,1,random_label3
38904,207,8,random_label1
38904,200,8,random_label2
38904,20,9,random_label3
38905,207,2,random_label1
38905,200,6,random_label2
38905,20,2,random_label3
38906,207,4,random_label1
38906,200,4,random_label2
38906,20,4,random_label3
38907,207,2,random_label1
38907,200,2,random_label2
38907,20,2,random_label3
38908,207,1,random_label1
38908,200,1,random_label2
38908,20,9,random_label3
38909,207,4,random_label1
38909,200,4,random_label2
38909,20,4,random_label3
38910,682,4,random_label1
38910,313,4,random_label2
38910,694,4,random_label3
38911,682,1,random_label1
38911,313,1,random_label2
38911,694,1,random_label3
38912,682,5,random_label1
38912,313,3,random_label2
38912,694,5,random_label3
38913,682,0,random_label1
38913,313,0,random_label2
38913,694,2,random_label3
38914,682,8,random_label1
38914,313,8,random_label2
38914,694,8,random_label3
38915,682,7,random_label1
38915,313,7,random_label2
38915,694,7,random_label3
38916,682,9,random_label1
38916,313,2,random_label2
38916,694,1,random_label3
38917,682,6,random_label1
38917,313,6,random_label2
38917,694,1,random_label3
38918,682,7,random_label1
38918,313,7,random_label2
38918,694,7,random_label3
38919,682,1,random_label1
38919,313,1,random_label2
38919,694,9,random_label3
38920,86,7,random_label1
38920,202,7,random_label2
38920,541,7,random_label3
38921,86,0,random_label1
38921,202,0,random_label2
38921,541,0,random_label3
38922,86,6,random_label1
38922,202,6,random_label2
38922,541,6,random_label3
38923,86,4,random_label1
38923,202,4,random_label2
38923,541,4,random_label3
38924,86,5,random_label1
38924,202,6,random_label2
38924,541,3,random_label3
38925,86,8,random_label1
38925,202,8,random_label2
38925,541,8,random_label3
38926,86,9,random_label1
38926,202,9,random_label2
38926,541,1,random_label3
38927,86,8,random_label1
38927,202,8,random_label2
38927,541,2,random_label3
38928,86,9,random_label1
38928,202,9,random_label2
38928,541,9,random_label3
38929,86,1,random_label1
38929,202,8,random_label2
38929,541,1,random_label3
38930,664,4,random_label1
38930,201,4,random_label2
38930,97,2,random_label3
38931,664,3,random_label1
38931,201,2,random_label2
38931,97,0,random_label3
38932,664,3,random_label1
38932,201,3,random_label2
38932,97,3,random_label3
38933,664,1,random_label1
38933,201,1,random_label2
38933,97,9,random_label3
38934,664,7,random_label1
38934,201,7,random_label2
38934,97,7,random_label3
38935,664,1,random_label1
38935,201,1,random_label2
38935,97,9,random_label3
38936,664,4,random_label1
38936,201,6,random_label2
38936,97,6,random_label3
38937,664,0,random_label1
38937,201,0,random_label2
38937,97,0,random_label3
38938,664,7,random_label1
38938,201,3,random_label2
38938,97,5,random_label3
38939,664,2,random_label1
38939,201,2,random_label2
38939,97,2,random_label3
38940,601,7,random_label1
38940,322,4,random_label2
38940,514,4,random_label3
38941,601,4,random_label1
38941,322,4,random_label2
38941,514,4,random_label3
38942,601,3,random_label1
38942,322,3,random_label2
38942,514,3,random_label3
38943,601,0,random_label1
38943,322,0,random_label2
38943,514,0,random_label3
38944,601,5,random_label1
38944,322,5,random_label2
38944,514,2,random_label3
38945,601,3,random_label1
38945,322,8,random_label2
38945,514,3,random_label3
38946,601,1,random_label1
38946,322,1,random_label2
38946,514,1,random_label3
38947,601,7,random_label1
38947,322,7,random_label2
38947,514,7,random_label3
38948,601,0,random_label1
38948,322,0,random_label2
38948,514,0,random_label3
38949,601,8,random_label1
38949,322,8,random_label2
38949,514,1,random_label3
38950,694,1,random_label1
38950,94,1,random_label2
38950,555,1,random_label3
38951,694,2,random_label1
38951,94,3,random_label2
38951,555,3,random_label3
38952,694,8,random_label1
38952,94,8,random_label2
38952,555,8,random_label3
38953,694,4,random_label1
38953,94,4,random_label2
38953,555,9,random_label3
38954,694,5,random_label1
38954,94,5,random_label2
38954,555,2,random_label3
38955,694,7,random_label1
38955,94,7,random_label2
38955,555,8,random_label3
38956,694,3,random_label1
38956,94,5,random_label2
38956,555,3,random_label3
38957,694,6,random_label1
38957,94,6,random_label2
38957,555,6,random_label3
38958,694,1,random_label1
38958,94,1,random_label2
38958,555,1,random_label3
38959,694,6,random_label1
38959,94,6,random_label2
38959,555,6,random_label3
38960,341,3,random_label1
38960,409,3,random_label2
38960,529,3,random_label3
38961,341,1,random_label1
38961,409,1,random_label2
38961,529,0,random_label3
38962,341,7,random_label1
38962,409,7,random_label2
38962,529,3,random_label3
38963,341,0,random_label1
38963,409,0,random_label2
38963,529,0,random_label3
38964,341,4,random_label1
38964,409,4,random_label2
38964,529,4,random_label3
38965,341,7,random_label1
38965,409,1,random_label2
38965,529,7,random_label3
38966,341,5,random_label1
38966,409,5,random_label2
38966,529,5,random_label3
38967,341,4,random_label1
38967,409,2,random_label2
38967,529,2,random_label3
38968,341,6,random_label1
38968,409,6,random_label2
38968,529,6,random_label3
38969,341,8,random_label1
38969,409,8,random_label2
38969,529,8,random_label3
38970,458,0,random_label1
38970,199,0,random_label2
38970,55,0,random_label3
38971,458,2,random_label1
38971,199,2,random_label2
38971,55,2,random_label3
38972,458,5,random_label1
38972,199,4,random_label2
38972,55,5,random_label3
38973,458,0,random_label1
38973,199,6,random_label2
38973,55,6,random_label3
38974,458,1,random_label1
38974,199,1,random_label2
38974,55,1,random_label3
38975,458,5,random_label1
38975,199,4,random_label2
38975,55,5,random_label3
38976,458,3,random_label1
38976,199,3,random_label2
38976,55,3,random_label3
38977,458,0,random_label1
38977,199,0,random_label2
38977,55,0,random_label3
38978,458,8,random_label1
38978,199,8,random_label2
38978,55,7,random_label3
38979,458,4,random_label1
38979,199,4,random_label2
38979,55,7,random_label3
38980,182,0,random_label1
38980,505,0,random_label2
38980,15,0,random_label3
38981,182,6,random_label1
38981,505,2,random_label2
38981,15,2,random_label3
38982,182,3,random_label1
38982,505,2,random_label2
